,title,class
2083,state funding change spotlight republican healthcare bill,1
2084,china russia chase u destroyer away trump navy creep north korea,0
2085,legal challenge uk ruling party northern irish alliance fails,1
2086,va chief press congress make easier fire worker misconduct,1
2087,woman france fight back muslim men ban sharing public space video,0
2088,senate bill would count munis toward bank liquidity,1
2089,u taxpayer hook trump corruption even inaugurated,0
2090,update obama appointed u attorney intervenes threatens medium resident community federal prosecution caught spreading false inflammatory information refugee boy raped yr old girl,0
2091,dc park police raid tear anti trump camp occupying dc park video,0
2092,maine democrat congressman make death threat president trump call trump supporter hole dumb f k,0
2093,clinton server employee hillary e mail covering shady sh,0
2094,trump cancel trip israeli historic site authority say land helicopter,0
2095,pro abortion book child sister happy ghost,0
2096,ann coulter go full bigot call khizr khan snarling muslim televised rant video,0
2097,republican candidate kasich kitchen comment draw scorn,1
2098,rosenstein may need recuse russia probe abc news,1
2099,gop start openly admitting royally screwed choosing trump,0
2100,breaking obama appointed judge order vote recount begin noon monday,0
2101,sudan bashir say would support state governor president vote,1
2102,steve job widow announces support revolutionary hillary day hillary busted faking,0
2103,trump fantastic new plan win back vote video,0
2104,post election scene school cafeteria need know trump america video,0
2105,colombia arrest local director portugal j martin corruption charge,1
2106,undercover video expose dem delegate explaining hillary ban gun,0
2107,enabling hillary creates insane reason praise serial groper al franken bash trump moore,0
2108,chicken little al gore us fear bible push climate agenda video,0
2109,year old danish girl jailed planning bomb attack school,1
2110,scaramucci awaits u approval china deal,1
2111,pull back curtain npr pb salary convince trump right cut cut cut,0
2112,locked power struggle congo army militia massacred hundred report,1
2113,white house say shared list political prisoner cuba,1
2114,mark hamill read trump tweet joker epic audio,0
2115,shocking video connects beyonc obama dallas cop killer,0
2116,burn nyt take jab fox news watch fox got even big way video,0
2117,trump suspect bannon white house leaker leaked,0
2118,another american known wolf fort lauderdale shooter known fbi worked security amid backdrop mass drill,0
2119,democratic presidential candidate sander back obama court pick statement,1
2120,trump budget cut domestic aid program draw republican scorn,1
2121,boom trump announces christian syrian applying refugee status u given priority video,0
2122,anti trump u coalition tell u n climate talk still,1
2123,whoa woman born nazi germany say trump remind hitler rioting leftist trying shut free speech,0
2124,report russian hacking relied human source technical collection u spy chief,1
2125,leftist living change position turn obama declares war shut border visa video,0
2126,update comey leaker go hiding video,0
2127,man penned benghazi mom gop convention speech startling degree flip hillary,0
2128,kushner met special counsel mueller russia probe cnn,1
2129,china former top graft buster warns plot seize power,1
2130,democratic rep trump intelligence briefing anything important video,0
2131,putin say russia respond russian medium pressure u,1
2132,whopping black voter ohio pennsylvania support trump,0
2133,trump lost damn mind making ridiculous demand pelosi response perfect tweet,0
2134,travel ban protest delay senate panel vote trump treasury pick,1
2135,egypt order suspected libyan militant others held desert attack,1
2136,breaking ted cruz win iowa,0
2137,priceless boehner whine new medium exposing truth big government,0
2138,house speaker ryan easily win primary medium,1
2139,video hillary clinton want see,0
2140,lebanese president call hariri situation saudi mysterious,1
2141,ann coulter accuses trump initiating biggest sell ever,0
2142,outrage bare chested gay comparing gay marriage victory marine iwo jima flag raising,0
2143,trump child voting ny primary,0
2144,suspected boko haram militant take northeast nigeria town resident,1
2145,u senate pass bill fund government september,1
2146,trump sign huge saudi arm deal,0
2147,breaking news leftist medium publishes major fake russian story special counsel mueller never subpoenaed trump deutsche bank record,0
2148,trump spokesman spark outcry comparing assad hitler,1
2149,senator want answer missing tsa badge tsa try block investigation,0
2150,u n seek rally foreign backing new libyan peace plan,1
2151,video college student react new bizarre gender name told use campus,0
2152,john kerry break leg bike crash french alp video,0
2153,boom al sharpton humiliated fox host saying cop killed best part watters interview good luck irs,0
2154,pakistan kick medical charity msf country tribal region,1
2155,beijing government pull winter construction ban website,1
2156,karma gay pastor sue whole food anti gay slur cake count baker gay video,0
2157,obama say doubt civilian killed drone strike,1
2158,social security relies self reporting disability benefit decade dollar waste shocking,0
2159,trump accept election result fair son say,1
2160,twitter claim cracking hate speech allows hope trump assassinated trend,0
2161,hillary russian hack hoax biggest lie election season,0
2162,hillary clinton crashing poll move obama strategy using taxpayer money give away free sh,0
2163,say legally blind barber win k discrimination lawsuit employer wrongful termination,0
2164,actor tim allen hillary capable funny bill clinton creepily checked wife met video,0
2165,u house committee call new hearing kaspersky software,1
2166,woman accusing trump misconduct subpoena presidential campaign,1
2167,comedy gold detroit news willy dump tire wrong spot video,0
2168,ignorance gave gitmo prisoner freedom uk gave million repaid u becoming human bomb isi video,0
2169,sleepy justice ginsburg excites crowd saying back abolition electoral college video,0
2170,henningsen crosstalk debating trump general,0
2171,clinton criticizes trump remark security briefing putin,1
2172,myanmar violence could spread displace rohingya u n chief,1
2173,van jones gave hilariously perfect description trump supporting friend jeffrey lord,0
2174,hillary supporter say murder happen anti trump riot casualty side people die make change video,0
2175,double amputee vet blast obama war strategy saw expendable explains wish fighting president trump video,0
2176,nothing new fake weaponized news long haunted war weary world,0
2177,exclusive trump administration considering separating woman child mexico border,1
2178,vote buying counting glitch marred kyrgyzstan vote observer,1
2179,shocker bratty kid said screw president drew carey son video,0
2180,huma spill bean hillary effort burn public record,0
2181,watch trump yard sign vandal get big surprise homeowner pull gun,0
2182,breaking scare donald trump rushed offstage protester tackled ground video,0
2183,say obama give go ahead new un regional hub washington dc plan use center disturbing,0
2184,outrageous video watch leftist blame victim deny truth,0
2185,trump say recall little meeting aide spoke russia,1
2186,president son legitimate reason answer house panel question white house,1
2187,lebron james brag well spoken proceeds use vocabulary yr old trash president trump,0
2188,turkey russia iran hold syria summit sochi nov ntv,1
2189,iraq pm u visit say win assurance trump administration,1
2190,trump wrong retweet uk far right group british pm may spokesman,1
2191,watch hundred illegal alien storm senate building demanding citizenship heck c e,0
2192,venezuela government foe resume talk breakthrough unlikely,1
2193,watch sheriff clarke take liberal pundit claiming sexism hillary scandal video,0
2194,trump lawyer response riddled error even misspelled president,0
2195,russia saudi arabia cement new friendship king visit,1
2196,california bill wean power sector fossil fuel dy year,1
2197,zero knowledge system hostile data privacy say snowden,0
2198,obama eas restriction cuba lift limit rum cigar,1
2199,fox news correspondent arrested rape forcible sodomy video,0
2200,obama putting terrorist boot ground,0
2201,msnbc source say everyone network disturbed joe scarborough love donald trump,0
2202,rick perry confirmation hearing got extremely uncomfortable exchange al franken video,0
2203,british pm may outraged north korea reckless provocation spokesman,1
2204,family fleeing syria raqqa say air strike bring heavy toll,1
2205,trump senior advisor slam unpopular mitt number anti romney message trump supporter breathtaking video,0
2206,u urge iraq avoid clash kurd near kirkuk,1
2207,veteran want thanks want vote hillary,0
2208,uk pm may readying concession welfare reform sunday telegraph,1
2209,budget vote today flip see list pork bill call dc,0
2210,bundy terrorist dragged little girl school serve human shield oregon standoff,0
2211,house republican seek billion medicaid fund puerto rico,1
2212,new orleans club advertises meet greet dem gov candidate free drink performer party bus poll early voter video,0
2213,new york known wolf halloween truck attacker known dhs prior act terror,0
2214,kansa senator stand comparison planned parenthood nazi,1
2215,nc gop run board election smacked pat mccrory hard bogus fraud nonsense,0
2216,la time columnist slammed mocking sarah sander sexist article cartoon,0
2217,comedy genius video bob ross paint sick hillary h l r u,0
2218,south korea moon condemns missile launch say provocation anticipated,1
2219,mueller latest request russia investigation going destroy trump detail,0
2220,factbox contender senior job trump administration,1
2221,factbox state state poll closing time u election,1
2222,new survey show fear u citizen government terrorism,0
2223,un pro gun control meeting spa mexico dissenter allowed,0
2224,real truth obama planting muslim refugee small town across america,0
2225,etihad advises check u mission new trump order,1
2226,palestinian stab israeli jerusalem anti trump protest flare beirut,1
2227,watch trump get skewered morning joe firing acting attorney general like true tyrant,0
2228,fate obama legacy initiative hand court successor,1
2229,u spends million train syrian rebel give weapon fight assad weapon infuriate,0
2230,clinton trump move show medical fitness white house,1
2231,cuba warns u hasty decision mysterious illness diplomat,1
2232,britain may party leader agree tackle sexual harassment new measure,1
2233,trump revealed intelligence secret russian oval office official,1
2234,yemen told trump stay f ck country disastrous failure raid,0
2235,factbox trump fill top job administration,1
2236,clinton scorch trump business book end chapter,0
2237,cnn caught lying time peaceful protest hamburg video,0
2238,whoopi goldberg furious trump john lewis attack go perfect pre inauguration rant video,0
2239,violent environmental lunatic cost taxpayer million protect trump epa director receiving unprecedented number credible death threat,0
2240,obama pretend started race war push federal police force hard untangle motif dallas shooter video,0
2241,obamanation watch black mob attack fair ride operator lamest reason ever,0
2242,senate pass funding bill obama sign law,1
2243,unreal hillary clinton greeted sobbing feminist event another staged pr stunt video,0
2244,trump accidentally gave america greatest reason vote,0
2245,senator jeff flake strongly denounced brent bozell fake conservative conscience,0
2246,shut judicial watch pres call biased mueller witch hunt trump donor team video,0
2247,italian catholic told pray silently offend muslim refugee living church video,0
2248,scotland still offer choice independence uk sturgeon,1
2249,israel name new train station near western wall president donald trump,0
2250,nato head say state must comply north korea sanction,1
2251,uk looking measure pressure north korea pm may spokeswoman,1
2252,need know cia hacking program,1
2253,syrian army ally secure road attack deir al zor hezbollah,1
2254,ana navarro let trump know exactly latino lose voting video,0
2255,calm politifact confirms majority money clooney raised going hillary clinton,0
2256,tree trimming firm pay biggest fine u immigration case,1
2257,u n chief say alternative two state solution middle east,1
2258,obama gun running lying race baiting ag back never guess whose job reportedly hoping take video,0
2259,billion dollar company tell employee allowed react social medium pay cut,0
2260,border patrol union president blast paul ryan delay border wall fund video,0
2261,trump lawyer destroys chriswallace heated exchange chris deal fact law video,0
2262,reason republican nominated worst possible candidate trump,0
2263,good u cuba tie russia interest kremlin,1
2264,huckabee hillary ride life trump bill know video,0
2265,south africa zuma reject report office drafting emergency law,1
2266,russia expects new sanction sour tie u ria,1
2267,way door harry reid give big f ck republican hand nevada hillary,0
2268,trump signal willingness raise u minimum wage,1
2269,mn police stand grotesque video show male hillary supporter punching elderly trump supporter several time trump supporter spit assaulted robbed,0
2270,malley come swinging dnc hell trump american nightmare video,0
2271,father u war hero attack trump comment debate,1
2272,egypt want outside expert help settle nile dispute,1
2273,first trump penny interview get awkward asked simple question video,0
2274,sound detected missing argentine submarine navy spokesman,1
2275,republican stuns cnn host want starve american pay trump border wall video,0
2276,watch little girl heartbroken finding obama longer president video,0
2277,breaking report mitt romney make huge announcement running major political office one thing standing way,0
2278,list heartless senator voted banning late term abortion,0
2279,black espn sport announcer go divisive leftist narrative saying black life matter killed somebody black,0
2280,young chinese rebel feel pull family tie,1
2281,watch trump campaign manager blame woman rape,0
2282,mexico carstens say implicitly weighing risk trump victory,1
2283,new york daily news cover savage white house spicer hitler gaffe image,0
2284,trump congratulates democrat alabama u senate victory tweet,1
2285,watch stephen colbert take republican woodshed voting gun control bill,0
2286,gonna leave mark anti trump punk attack ca police get big surprise cop hit back video,0
2287,brexit deal worst case scenario britain lord committee,1
2288,highlight trump presidency april p edt gmt april,1
2289,watch former dnc chair suggests president trump taken election,0
2290,trump receive first security briefing source,1
2291,msnbc reporter shocked leftist call firing pointing trump genuine compassion tx flood victim grandpa public never see,0
2292,bad news speaker many republican agree trump debt deal better paul ryan,0
2293,u call myanmar move rohingya ethnic cleansing,1
2294,uk pm may appoints new brexit representative upper house,1
2295,trump obsessed even obama name coded website image,0
2296,santilli freed plea pact vega shooting cast shadow bundy trial,0
2297,breaking angry black life matter activist admits starting massive la apartment complex fire pay back death thug michael brown,0
2298,republican need single democrat fund trump border wall holdup,0
2299,mexico former president unloads trump brutal f ck hated gringo image,0
2300,trump loses sh twitter medium told truth,0
2301,trump get hilariously owned whining losing popular vote,0
2302,ican leader delighted nobel peace prize nobel committee,1
2303,watch town hall flooded unhinged fake protester supported radical deep pocket,0
2304,white house say rollback obamacare must part short term fix,1
2305,mexican police arrest suspect crime journalist murder,1
2306,gop strategist stuns call trump endorsing republican badge honor video tweet,0
2307,protester flood barcelona demanding release separatist leader,1
2308,self driving car advocate launch ad campaign prod congress,1
2309,comedian dave chappelle stuns ny audience slam hillary compare trump terminator gangsta candidate ever,0
2310,mueller say trump jr manafort testify publicly senate feinstein,1
2311,hysterical msnbc host get rapist confused call bill cosby bill clinton video,0
2312,absolutely stunning video show one hacker totally change outcome election video,0
2313,brilliant daniel hannan warns america honor genius founding father video,0
2314,afghanistan trump surge graveyard empire,0
2315,mexico foreign minister meet tillerson kelly washington,1
2316,hillary physician claim pneumonia pneumonia cause convulsion people pneumonia hug little girl expose newborn grandchild video,0
2317,la vega mass shooting story told,0
2318,protester trolled trump deploraball f cking hard see believe video,0
2319,civil right icon john lewis got bashed trump twitter response perfect tweet,0
2320,trump say tax reform better obamacare repeal passed first fox business,1
2321,watch unhinged clinton supporter knock elderly man ground try stop burning u flag video,0
2322,new document hillary state department aide ignored important mandatory training,0
2323,believe punishment hispanic store owner swindle tax payer latest food stamp scam,0
2324,numbskull republican ignores history say reagan would never negotiate iran,0
2325,hillary indicted,0
2326,watch football great hershel walker give nfl kneeler one perfect piece advice video,0
2327,islamic state attack kill least east syria kurdish red crescent,1
2328,kushner interviewed house intelligence panel,1
2329,hollywood hypocrite leonard dicaprio jet la friend across world mile hear speech global warming,0
2330,lol veryfakenewscnn claim anderson cooper twitter account hacked tweeted nasty message president trump,0
2331,u gov war rt imperial medium truth monopoly threatens press diversity,0
2332,u militia girds trouble presidential election nears,1
2333,boeing reponds trump air force one tweet f king idiot,0
2334,greece pass sex change law opposed orthodox church,1
2335,racist steve king double nope white definitely superior race,0
2336,racist jerk take hate national black history museum vile way possible,0
2337,trump make north korea sanction announcement oil official,1
2338,apple ceo say religious freedom law dangerous gay sell product country gay thrown rooftop,0
2339,house lie pedophilia allegation levied anti trump actor kevin spacey secret history bill clinton,0
2340,merkel signal readiness new election coalition talk collapse,1
2341,history lesson america renegade warfare,0
2342,gop rep get ripped apart saying sean spicer right hitler,0
2343,episode sunday wire pro war left guest jean bricmont vanessa beeley,0
2344,uk minister gove say hope may remain prime minister,1
2345,thug violently robs year old woman get revenge video,0
2346,lt col tony shaffer muslim dnc staffer sent sensitive info muslim brotherhood video,0
2347,factbox trump twitter aug small business owner,1
2348,clinton call fake news threat u democracy,1
2349,cnn host shocked republican say white male left politics video,0
2350,ep patrick henningsen live guest robert parry america mainstream medium meltdown,0
2351,senator lee endorse republican presidential candidate cruz report,1
2352,britain u deny trump state visit delayed,1
2353,hariri say clarify position lebanese crisis return beirut,1
2354,mauritius attorney general step amid money laundering probe,1
2355,u n north korea say u blame worst ever situation,1
2356,pelosi hacked email show top secret memo staffer make blm activist think dems side let come large group say life matter,0
2357,sam bee goldenshowergate number one tricky much like trump escort service video,0
2358,uk police arrest four including soldier suspected far right terrorism,1
2359,trump whine like b tch twitter nfl democrat tell go f ck,0
2360,thailand say closely watching myanmar crisis ready provide aid,1
2361,u senator mccain say facing vicious form cancer,1
2362,breaking video young obama emerges discussing mentor frank marshall davis advice growing white racist world,0
2363,trump pick treasury tried take year old woman house cent bill,0
2364,charles koch brutally honest interview republican party gonna like video,0
2365,ann coulter think need get rid utterly useless cia audio,0
2366,nine charged link banned turkish group detained pending trial,1
2367,trump administration tout plan reduce regulation,1
2368,outgoing czech government submit resignation nov,1
2369,watch kellyanne conway go full hypocrite fox news whining anti trump protester,0
2370,zimbabwe name diplomat isaac moyo top spy,1
2371,obama campaign secretly paid fund creation fake trump dossier,0
2372,fast food worker protest trump labor secretary nominee,1
2373,american care facebook ceo threatening user muslim refugee hate speech,0
2374,clinton trump meet egyptian president u n,1
2375,new york governor cuomo say invest renewables add job,1
2376,anthony weiner caught sends kinky shot brunette year old son next,0
2377,father triplet tell surrogate mother kill one baby face financial ruin,0
2378,boiler room ep immigration consternation,0
2379,university texas warns offensive halloween costume wear else,0
2380,mizzou cry baby complain paris terror tragedy stealing spotlight struggle,0
2381,boom shareholder confronts liberal starbucks ceo damage stock value saying hire refugee questioned schultz ignored obama travel ban video,0
2382,clinton gain online betting market u presidential debate,1
2383,russia hunting four people behind huge bomb hoax campaign,1
2384,tunisia parliament approves controversial amnesty ben ali era corruption,1
2385,putin meet erdogan ankara sept kremlin,1
2386,republican gear supreme court battle scalia death,1
2387,trump greets netanyahu smile handshake jolt two,1
2388,breaking charge police officer shooting death keithscott ex con muslim beat wife kid previously shot cop,0
2389,special election replace conyers held nov governor,1
2390,katy perry release amazing campaign ad perfectly describes voting hillary,0
2391,top democrat make comey answer trump wiretapping allegation,0
2392,adele permission given political campaign use music,1
2393,scarlett johansson rip republican new one trying kill planned parenthood,0
2394,floridian believe republican candidate may serial killer,0
2395,huffing ton post cover republican frontrunner donald trump campaign,0
2396,britain unconditionally committed eu security say pm may,1
2397,good news conservative bitter hillary shut losing video,0
2398,epa action flint water crisis examined white house,1
2399,new study prof trump supporter racist infuriated black people image,0
2400,trump brexit response disaster hillary nailed video,0
2401,college enlisting bias response team snitch offensive speech video,0
2402,highlight trump presidency march p edt,1
2403,trump clinton court ohio white house race enters final month,1
2404,update cruz comment desperate vote shaming iowa,0
2405,trump latest tease pale next bush gore election war,0
2406,conservative concern session trump attorney general,1
2407,gop forgets something extremely crucial celebrate blocking obama overtime rule,0
2408,ex u attorney bharara sign book deal firing trump,1
2409,government cost could rise billion without obamacare payment study,1
2410,ukraine agrees sign eu summit declaration official,1
2411,transgender target suing good samaritan saved girl stabbed death video,0
2412,broke city chicago spends taxpayer money sticking trump huge f installed right outside luxury hotel,0
2413,breaking u supreme court rule king obama overstepped authority executive amnesty million illegal alien democrat voter going happen,0
2414,celebrate trump highlight video year one list accomplishment,0
2415,watch fox host jeanine pirro destroyed karl rove gop chair reince priebus,0
2416,need hear president obama said importance voting blue video,0
2417,charge new york mayor fundraising probe prosecutor,1
2418,watch msnbc liberal hack claim conspiracy trump putin syria attack video,0
2419,north korea nuclear scientist take center stage h bomb test,1
2420,trump jr show lack humanity disgusting tweet syrian refugee,0
2421,south africa ramaphosa win election anc president,1
2422,fascinating live feed coup unfolding turkey chaos shot fired citizen jumping military tank fast moving situation,0
2423,trump attack union leader called lying as,0
2424,chile foreign minister tpp dead despite trump comment,1
2425,cover new detail orlando shooter crisis call cast light fbi,0
2426,german election france macron paint sweeping vision europe,1
2427,exclusive crowded bangladesh revives plan settle rohingya isolated island,1
2428,u tax reform debate move away ryan blueprint,1
2429,hilltop tribe bitterness challenge libya peace effort,1
2430,wow hillary caught video saying like email hide investigator,0
2431,congress weigh u regulation gun bump stock republican senator,1
2432,u mount air strike al shabaab militant somalia,1
2433,arizona ballot collection law put hold election,1
2434,breaking julian assange reveals bombshell information clinton connection isi video,0
2435,three missing japan military helicopter loses contact sea japan,1
2436,senegal rebel issue warning astron mineral sand mine,1
2437,bill reilly goon get schooled college student video,0
2438,boiler room ep mind boggling collusion,0
2439,dyer la time fake news article attack independent medium,0
2440,shocking dnc contractor caught voter fraud sting visited white house time,0
2441,obama huge multi billion dollar fight big pharma video,0
2442,former mexican prez sends middle finger trump day apology play around u jump wall swim river defend,0
2443,oklahoma supreme court strike restrictive abortion law,1
2444,kurdish party opposed barzani report attack office overnight,1
2445,eric holder encourages doj keep attacking trump stunning list holder scandal reveals trump need drain obama corrupt doj swamp,0
2446,scottish isle world away firework native son trump,1
2447,funding battle loom texas see harvey damage billion,1
2448,food drug chief gottlieb skirt health secretary talk say effective fda,1
2449,south africa zuma appeal court ruling state prosecutor appointment local medium,1
2450,u agriculture secretary nominee submits ethic disclosure,1
2451,yikes academy award winning actor starring harvey weinstein new batman movie child immensely attractive,0
2452,china xi say war cannot allowed korean peninsula,1
2453,jumblatt lebanon deserve saudi accusation war,1
2454,iraq abadi accepts macron invitation come discus kurd elysee source,1
2455,man accused plotting kill british pm may face trial june,1
2456,breaking trump get huge unexpected endorsement,0
2457,priebus white house looked gut first amendment trump sue press video,0
2458,hillary hiding hillary campaign dodge question goldman sachs speech video,0
2459,breaking obama appointed judge demand rnc reveal trump plan prevent voter fraud,0
2460,marco rubio becomes early hope mainstream u republican,1
2461,libertarian parody star war,0
2462,believe poll massive silent majority avoid violence vandalism threat left vote trump video,0
2463,breaking video brick rock hurled police teen injured baltimore prepare night violence,0
2464,senate panel advance trump nominee attorney general,1
2465,sunday screening clinton chronicle,0
2466,japan koike political paradox shake thing ahead poll,1
2467,hurricane storm surge warning issued florida ahead irma nhc,1
2468,young donald j trump year old share view politics leadership vision america renewal video,0
2469,houston texan player threaten owner telling nfl team owner inmate running prison private meeting,0
2470,oklahoma reject russian request monitor election state,1
2471,watch penn jillette newest card trick perfectly illustrates trump run campaign,0
2472,justice dept group studying national security threat internet linked device,1
2473,realist perspective president trump,0
2474,final sentencing reform bill near say senate grassley,1
2475,nba champion give trump finger spectacular unanimous team decision,0
2476,obama completely f cked trump muslim registry plan,0
2477,trump never looked incompetent china adviser literally found amazon detail,0
2478,trump praise veteran hit medium kennedy center event,1
2479,white house say releasing hillary private concession call trump bid humiliate,0
2480,trump pose daunting new challenge germany merkel,1
2481,american mccarthyism neocon warhawks plan kill antiwar dissent medium,0
2482,kenya opposition lawyer election illegal due high court ruling,1
2483,watch black customer threatens store manager employ black tired burn video,0
2484,white house attack medium got personal illegal,0
2485,uk pm may could say brexit money eu summit spokeswoman,1
2486,kenyan police assaulted raped woman election right group,1
2487,u senate panel back waiver allowing mattis serve defense secretary,1
2488,air force whistleblower make explosive claim benghazi could destroy hillary could video,0
2489,dr drew trump supporter mentally unstable,0
2490,illinois governor announces veto billion tax hike,1
2491,pierre berge co founded yves saint laurent fashion house dy,1
2492,democratic presidential contender malley investigated furniture purchase post,1
2493,eu tusk say important end devastation poland reputation,1
2494,trump japan abe take swing golf diplomacy,1
2495,gop senator enough firing mueller could end trump presidency video,0
2496,big hypocrite gloria steinem woman support bernie sander get boy huh video,0
2497,obama admin official humiliated trump calling nuclear weapon lie,0
2498,fcc loosen tv newspaper ownership rule,1
2499,friday document dump clinton e mail released,0
2500,powell face early test policy view tax cut near approval,1
2501,james comey legacy blaming russia rather saudi arabia israel,0
2502,appeal court suspends proceeding trump travel ban,1
2503,iraq launch final offensive islamic state near syrian border,1
2504,video key clinton state dept employee blocked release politically sensitive document,0
2505,republican u security regulator leave new rule trump,1
2506,france le drian say china well placed push north korea talk,1
2507,dispute erupts house panel subpoena cia fbi,1
2508,georgia mom furious sexual identify homework given year old video,0
2509,champion foreign worker hillary get standing ovation india way legislate outsourcing video,0
2510,reliving china long march ahead party congress,1
2511,anonymous hack isi twitter account troll perfectly tweet,0
2512,clinton e mail shocker key security feature disabled server making hacker paradise,0
2513,washington post reporter caught snapping photo tillerson note confirmation hearing break video update wapo reporter finally say,0
2514,u state department email restored global outage,1
2515,tillerson warns region using lebanon proxy conflict,1
2516,bangladesh say talk myanmar rohingya repatriation deal,1
2517,massachusetts senator husband subject sex abuse probe,1
2518,socialist bernie sander explain single payer blue state rejected video,0
2519,congress sends trump serious warning tweeting,0
2520,mexico new finance minister spurns donald trump,1
2521,dick durbin clash pelosi dem support abortion video,0
2522,shocking video chicago reporter infiltrate violent leftist protest donald trump,0
2523,voter illegally removed ohio roll may cast provisional ballot judge,1
2524,erdogan say u buy turkish support jerusalem,1
2525,ups secretly fly refugee u middle east watch governor chris christie shocking interview bill reilly,0
2526,wow christian author give unexpected brilliant answer muslim law student claim worried portray islam muslim bad video,0
2527,london museum say serious incident outside working police,1
2528,myanmar adviser rohingya return process discussed,1
2529,syrian govt delegation return geneva sunday peace talk sana,1
2530,dr wolf call hillary lying pneumonia diagnosis video,0
2531,eyewash cia elite misleading employee indicates conspiracy ridiculous fantasy,0
2532,brazil senate vote fiscal package tuesday oliveira say,1
2533,northern ireland stay eu market custom brexit uk,1
2534,alabama official certify senator elect jones today despite challenge cnn,1
2535,oregon fed cover foul play finicum death fed shell casing gone missing,0
2536,attacking clinton foundation trump seek republican rallying cry,1
2537,u judge order trump administration allow entry immigrant visa holder,1
2538,saudi foreign minister welcome release page report,1
2539,surprise people behind fearless girl statue cynical greedy anti feminist men,0
2540,alicia machado sex tape trump tried shame hillary even exist,0
2541,mark steyn nail syria strategy last night inauguration day america back world video,0
2542,pizzagate conspiracy rally melt crowd agree whether blame jew,0
2543,hundred rally france protest sexual harassment weinstein scandal,1
2544,sniveling coward ted cruz call session scandal nothing burger video,0
2545,turkey erdogan say kurdish independence vote risk regional crisis,1
2546,nyt race obsessed liberal columnist go nut cnn conservative pundit touch arm video,0
2547,campaign rhetoric muslim harm u security effort homeland security chief,1
2548,democrat ask judge sanction republican trump,1
2549,two illegal alien become first appointed city commissioner hope create opportunity illegals,0
2550,trump fbi pick vow independence say russia probe witch hunt,1
2551,remember pam office real life actress jenna fischer got called twitter using bad information bash trump tax bill,0
2552,watch tucker carlson destroys leftist professor claim privilege teach future dead cop defends antifa right beat opponent,0
2553,kellyanne conway hell democrat veteran dying waiting care,0
2554,trump twitter feb tom price boeing nsa,1
2555,watch top video leftist medium want see kid rock giving back others,0
2556,rush finish obama slap billion regulation america exit,0
2557,spain police detain man accused link barcelona attack,1
2558,wire tv member newsletter sept,0
2559,lawmaker fight uganda parliament second day term limit law,1
2560,dutch far right politician wilder appeal discrimination verdict,1
2561,trump congratulates merkel election win discus iran white house,1
2562,trump host jordan king abdullah april white house,1
2563,ga supreme court denies kkk right adopt highway il city unanimously proudly name street black panther,0
2564,trump delay announcement whether u embassy moved jerusalem,1
2565,cyprus say plan help defuse lebanese crisis,1
2566,eu executive move punish poland court reform,1
2567,trump street fighter prepare wage war leak investigation detail,0
2568,state honoring obama sending middle finger trump time bet fuming,0
2569,hillary cheated really fed hillary answer question veteran forum,0
2570,game changer trump bringing back missing voter gop forgot,0
2571,story trump told press obama air force one never happened,0
2572,russian israeli leader discus iran nuclear program syria iraq,1
2573,watch hilarious snl draw muhammed contest skit,0
2574,tokyo governor koike challenge japanese pm abe new party,1
2575,george takei latest twitter poem roast trump idiotic north korea statement perfection tweet,0
2576,uk police arrest three wale london train bomb attack,1
2577,liberal medium ignores melania visit home abused girl proving really care much actual woman issue,0
2578,guatemalan prosecutor probe party campaign financing,1
2579,widow russian major killed syria battle compensation,1
2580,restaurant owner call black customer n throw trump president,0
2581,listen hillary laugh recall helping suspected child rapist walk free video,0
2582,seth meyers destroys central economic myth gop one brutal sentence video,0
2583,panama say odebrecht paid ex president son million,1
2584,kasich call active step strengthen u israel tie,1
2585,france u presidential hopeful juppe camp say,1
2586,trump lay non interventionist u military policy,1
2587,angry black milwaukee resident set city fire armed black man killed police black people milwaukee tired tired living oppression video,0
2588,three thing oregon patriot really want nobody talking video,0
2589,iraqi pm say wait forever take action border area,1
2590,samantha bee n c numbnut anti gay law due dems voting video,0
2591,heck going la vega video proof la vega coroner office lockdown,0
2592,ricky gervais slam future president donald trump racism golden globe video,0
2593,house dems white house counsel trump gag order break federal law lot,0
2594,kerry say inappropriate trump step german politics,1
2595,bill maher announces sarah palin becoming rapper video proof video,0
2596,u diplomat accuse tillerson breaking child soldier law,1
2597,turkey iran iraq consider counter measure kurdish referendum,1
2598,merkel macron pledge lead eu forward post brexit,1
2599,oh brother white house compare obama pope,0
2600,war ravaged south sudan may scrap expensive oil subsidy,1
2601,kenya opposition call protest date repeat election due,1
2602,community organizer go away obama reportedly setting shadow government dc undermine trump presidency video,0
2603,single chart share tell truth unemployment america,0
2604,guess one thing majority bernie sander supporter common,0
2605,trump backer sue san jose allowing mob assault,1
2606,john mccain blast intel chief orwellian silence hearing video,0
2607,fake bomb incident first time muslim clock boy trouble,0
2608,trump childishly demand congress investigate obama hold breath,0
2609,moment fbi director james comey lost credibility video,0
2610,one hilarious tweet perfectly sum irrelevant cnn become,0
2611,half spaniard want early national election poll,1
2612,oklahoma governor want use reserve fund shore school prison,1
2613,freeport evacuating indonesian mine worker family shooting,1
2614,peace strength china cooperate trump n korea flashback chinese disrespect weak obama final visit forced exit as air force one video,0
2615,fbi director say clinton lie break law email handling,1
2616,active shooter drill suddenly go live joint base andrew maryland,0
